Datetime,S&P,DowJones,NASDAQ
2022-03-14 10:30:00-04:00,4247.56982421875,33395.58984375,12898.9287109375
2022-03-14 11:30:00-04:00,4226.8798828125,33295.73046875,12792.3076171875
2022-03-14 12:30:00-04:00,4204.08984375,33186.03125,12704.1865234375
2022-03-14 13:30:00-04:00,4178.8701171875,33008.578125,12631.0224609375
2022-03-14 14:30:00-04:00,4184.08984375,33030.01171875,12639.6318359375
2022-03-14 15:30:00-04:00,4179.41015625,32983.98046875,12611.3349609375
2022-03-15 09:30:00-04:00,4220.2099609375,33264.01953125,12773.10546875
2022-03-15 10:30:00-04:00,4234.5400390625,33307.578125,12849.9580078125
2022-03-15 11:30:00-04:00,4245.2998046875,33423.921875,12889.6796875
2022-03-15 12:30:00-04:00,4246.740234375,33444.0,12866.48046875
2022-03-15 13:30:00-04:00,4236.77001953125,33393.03125,12835.2939453125
2022-03-15 14:30:00-04:00,4263.1298828125,33580.78125,12935.474609375
2022-03-15 15:30:00-04:00,4271.0498046875,33620.83984375,12973.5888671875
2022-03-16 09:30:00-04:00,4347.06005859375,34075.94140625,13317.9892578125
2022-03-16 10:30:00-04:00,4345.8798828125,34025.37890625,13343.9521484375
2022-03-16 11:30:00-04:00,4338.93017578125,33985.51171875,13319.5283203125
2022-03-16 12:30:00-04:00,4334.1201171875,33969.1015625,13288.716796875
2022-03-16 13:30:00-04:00,4318.77001953125,33831.78125,13248.4541015625
2022-03-16 14:30:00-04:00,4335.7998046875,33920.12890625,13339.94140625
2022-03-16 15:30:00-04:00,4358.4501953125,34065.83984375,13438.4501953125
2022-03-17 09:30:00-04:00,4371.97021484375,34129.76953125,13506.267578125
2022-03-17 10:30:00-04:00,4368.490234375,34129.140625,13457.921875
2022-03-17 11:30:00-04:00,4378.8701171875,34218.16015625,13477.40625
2022-03-17 12:30:00-04:00,4390.3798828125,34301.3984375,13535.9296875
2022-03-17 13:30:00-04:00,4402.02001953125,34371.23828125,13583.9375
2022-03-17 14:30:00-04:00,4401.02978515625,34366.26953125,13583.6611328125
2022-03-17 15:30:00-04:00,4410.4599609375,34471.76171875,13609.203125
2022-03-18 09:30:00-04:00,4424.35009765625,34473.94140625,13744.921875
